,Username,Datetime,Tweet Id,Text,Sentiment
198,815wrldtrvlr,2020-06-29 08:01:26+00:00,1.27751E+18,"Fluoride was used to treat hyperthyroidism up until the 1950’s, prior to the development of other thyroid-suppressing medications!

A dose of 2-5 mg of fluoride per day was typically found to be effective for suppressing an overactive thyroid. #Hashimoto’s https://t.co/OUFqvyeTOa",1
199,Life51514011,2020-06-29 07:44:51+00:00,1.27751E+18,"@Huncho612 @TheNewArena No NPCs drink fluoride, estrogen and chlorine in their tap water and become insufferable garbage that force shit like rap onto others because they are soulless trash that think their lives are those of Hollywood celebrities",-1
200,mayor_pete_bot,2020-06-29 07:36:06+00:00,1.27751E+18,"Perspires, then shimmies to the left. ""So fluoride in the water it reflects it simply doesn't exist.""",0
201,FluoridePoison,2020-06-29 07:20:32+00:00,1.2775E+18,"#USEPA Neurotoxicologists state that disruption of Brain Derived Neurotrophic Factor #BDNF pathways (&gt; brain cell proliferation, dendritogenesis, synaptogenesis, memory), by #Fluoride causes #BrainInjury including #Autism Mood disorders and #Schizophrenia #fluoridetrial https://t.co/RJIFKUZEfV",-1
202,Life51514011,2020-06-29 07:16:13+00:00,1.2775E+18,"@Huncho612 @TheNewArena The entire world is not diverse, only the West which is held by gunpoint by Jews and their NPC pawns who are poisoned by fluoride. In China they don’t drink that shit.",-1
203,agvBruceAdams,2020-06-29 07:10:24+00:00,1.2775E+18,Add a few points to your IQ. Quit drinking fluoride poison. https://t.co/FCUPpAa1SW,-1
204,BESUTOGUL,2020-06-29 07:02:35+00:00,1.2775E+18,"@aspiringpokemom i've said for a long time now that if alex jones were a leftist he'd be complaining about exactly the same people he does now, he just wouldn't be saying they're controlling your mind with fluoride or whatever",-1
205,elainnalee,2020-06-29 06:55:06+00:00,1.2775E+18,WE NEED NONE OF IT---- DAMAGE TO HEALTH -- TOXIC --CE - US Government Admits Americans Have Been Overdosed On Fluoride https://t.co/lmd9QAczRk via @YouTube,-1
206,polaudan,2020-06-29 06:23:22+00:00,1.27749E+18,@PeggyHall NAZI BOX CARS SOON.THIS IS WHAT FLUORIDE IS ALL ABOUThttps://www.youtube.com/watch?v=9rtfzXTZ-qo,-1
207,nnnnock,2020-06-29 06:22:30+00:00,1.27749E+18,@minimumtune DanceDanceRevolution 3D White with Fluoride,0
208,Lurker157724598,2020-06-29 06:01:51+00:00,1.27748E+18,"@dufrianord @PaulAlesius He declared multiple times that in Russia there will always be a mother and a father, not parent #1 and #2. They show extreme hostility towards satanism (Behemoth tour got canceled). He banned Soros, water fluoridation, GMO crops. He spoke against the NWO and Pope Francis. On ...",0
209,gange_alma,2020-06-29 05:58:06+00:00,1.27748E+18,US Government Admits Americans Have Been Overdosed On Fluoride https://t.co/PRvYVlgIZy via @WorldTruthTV,-1
210,polaudan,2020-06-29 05:57:26+00:00,1.27748E+18,"@KimKurz1 @thedevman1 @JGrenier_DZYN Fluoride /,mass drugging helps.",0
211,polaudan,2020-06-29 05:56:39+00:00,1.27748E+18,@kkriewer @thedevman1 @johncryan63 Fluoride works,1
212,k1_eli,2020-06-29 05:50:05+00:00,1.27748E+18,"Listerine Total Care Anticavity Fluoride Mouthwash, 6 Benefit Mouthwash to Help Kill 99% of Germs that Cause Bad Breath, Prevent Cavities, Strengthen Enamel &amp; More, Fresh Mint Flavor, 1 L
https://t.co/Z8lNzMPVe9 https://t.co/xQg9TTDH1V",1
213,HolyLoveFriends,2020-06-29 05:48:30+00:00,1.27748E+18,Media Blackout on the Trial of the Century: The Federal Court Case To End Water Fluoridation https://t.co/hYgbYN4lqb,0
214,thablackstarr,2020-06-29 05:38:54+00:00,1.27748E+18,"Rock &amp; Minerals Naturally Filter Out The Feces In Our Water.

There is no need 4 chloride, fluoride or any other chemical in the water. It should just be water | H2o or H3o.",-1
215,JiYoungBotFour,2020-06-29 05:38:16+00:00,1.27748E+18,Perchloryl fluoride 🖤 methyl 2-chloroacrylate is impressionism.,NA
216,MayaTheMage,2020-06-29 05:36:21+00:00,1.27748E+18,@The_Qiana_ Makes the teeth hella white. 2 drops and a sprinkle. Also I use Hello toothpaste free from fluoride.,NA
217,DarkMagician04,2020-06-29 05:28:36+00:00,1.27747E+18,"@shooter72244165 @RealOldPaul But shooter, fluoride.",NA
218,nshuhdaizti,2020-06-29 05:16:33+00:00,1.27747E+18,"For first visit doktor taknak lah buat treatment yg boleh menyebabkan trauma dekat kanak-kanak. So, they will decide to do penyapuan fluoride ke or restorative treatment (tampalan). Cabutan is the last option. So jangan takutkan anak anda. The possibility to save their teeth ada",NA
219,Jmkerdoc1,2020-06-29 05:03:17+00:00,1.27747E+18,"@RexChapman She has no problem with no shoes no shirt no service, mandatory seat belts, fluoride in her drinking water but masks to protect others from her asymptomatic spread of Covid are just too much to ask. Boo Hoo Karen. Ask not what you can do for your country, be an a**hole",NA
220,childshgamdeemo,2020-06-29 04:57:00+00:00,1.28E+18,fluoride stare https://t.co/u83Gh5n9k5,NA
221,3xWiddershins,2020-06-29 04:45:21+00:00,1.27746E+18,@sadclownesq Completely random nonsense: I love your twitter name. I once ended up cornered by a conspiracy theorist at a protest who would not stop talking about how fluoride toothpaste calcifies the pineal gland.,NA
222,jokimla,2020-06-29 04:37:39+00:00,1.27746E+18,@DailyCaller How are they sanitizing their public drinking water? Fluoride levels? Heavy metals?,-1
223,NotFakeQuestion,2020-06-29 04:31:33+00:00,1.27746E+18,Fluoride is Brainwashing our friends and Family! DONT DRINK TAPWATER!!!!,-1
224,RevelationFinal,2020-06-29 04:28:52+00:00,1.27746E+18,@BeirutiBrit @schwererlimier @LaurieSkrivan conspiracy huh? Do you still use fluoride toothpaste? If so block me now lol https://t.co/NeeQt7YHKz,-1
225,815wrldtrvlr,2020-06-29 04:13:16+00:00,1.27746E+18,Top 11 Brands of Bottled Water That Are Full of Toxic Fluoride - Anya Vien https://t.co/atAUvWG1CS,-1
226,BariSammer,2020-06-29 04:07:43+00:00,1.27745E+18,Toothpaste contains fluoride that makes for teeth weak. So we should use it as less as possible. One drop is enough for a day.,0
227,FarBeyond_Space,2020-06-29 04:07:12+00:00,1.27745E+18,"Hey! I'm not going to keep telling yall, you need to stop fooling wit these fluoride toothpaste brands and get you something that's fluoride free. You can use my code BBLASIAN10 at checkout to get 10% off your entire purchase at Coral Toothpaste! https://t.co/IHsWHgBR5M",-1
228,ElizabethFram13,2020-06-29 04:02:14+00:00,1.27745E+18,@_ambmiles @bloo40 @PerkeyG_1 @xx_julesxx @Phillip19606204 @Lrihendry @realDonaldTrump You literally made up some shit about how fluoride messes with our brains or something? Like what happens when you go to the dentist? Do you tell them that crazy shit too or is that something you keep private?,1
229,Bonita_801,2020-06-29 03:34:54+00:00,1.27745E+18,"@maje_ring Cause fluoride CALCIFIES our Pineal Gland. Human beings are so POWERFUL. We can raise our frequencies &amp; unlock our gifts! The elite don’t want that cause they feed off of low vibrations. They want to keep us sad, depressed, &amp; spewing hatred. I am an Empath &amp; have other gifts 😊",-1
230,SurvivedThisFar,2020-06-29 03:34:08+00:00,1.27745E+18,"@vodkabooty @smartwater They've got nothing on the bottled water scam in the US. People pay 500% markup for tap water from a local source, shipped in bottles polluting the environment, have added fluoride to damage the brain and the bottles if heated up cause cancer (like when shipped). Water distiller",-1
231,Bonita_801,2020-06-29 03:33:02+00:00,1.27744E+18,"@maje_ring I always try to wake people up on here, FakeBook, IG, &amp; every where I go. More people are waking up, but not enough. We have been programmed since we were born, dumbed down, pumped full of toxins &amp; GMO. We have fluoride in our water, tooth paste, etc &amp; why did they put it in it?",-1
232,JayLouis,2020-06-29 03:30:19+00:00,1.27744E+18,"@GifBanderas @NoShitDept @RioStover @drbilloccam @jessesingal @mtaibbi Oh noes, ""organizations""? Are they run by Soros? Are they putting fluoride in the drinking water, Mandrake?",-1
233,transcendbeing,2020-06-29 03:30:11+00:00,1.27744E+18,"Drink Sun Charged Water To Supercharge Your Health https://t.co/hEKhWuIV5g

Make sure you filter your water first and if possible with a filter that removes things like fluoride which is know to have detrimental health effects.",-1
234,then_there_was,2020-06-29 03:29:32+00:00,1.27744E+18,"@altnplusn22 Think about it from a scientific experiment.

If you steadily eliminate foods, eating the same thing daily, then slowly adding something new, you can keep track of what causes acne and what doesn’t.

Melissa has a great list of foods to avoid.

Fluoride seems to be a strong cause",-1
235,AP1175,2020-06-29 03:26:33+00:00,1.27744E+18,Clearly Filtered Fluoride and Heavy Metal Water Filter Products https://t.co/f8jYqUNOhw,0
236,then_there_was,2020-06-29 03:22:21+00:00,1.27744E+18,"• Fluoride accumulates in your bones.

• Iodine and boron release that fluoride, partly explaining why people who eat milk and eggs break out (both have iodine).

• Foods accumulate fluoride from fertilizers

• Organic foods and meat have very little fluoride https://t.co/dGwLK8D5Pv",0
237,then_there_was,2020-06-29 03:22:19+00:00,1.27744E+18,"Melissa Gallico’s hypothesis: 

• Acne is caused by fluoride “clogging” up the lymphatic system.

• In the West, fluoride is found in water, chicken bones and processed foods

• Certain parts of the world rarely experience acne—their food isn’t exposed to as much fluoride. https://t.co/WzGzEEnUWW",-1
238,FedKilledMcAfee,2020-06-29 03:16:29+00:00,1.27744E+18,@lmcgrew The Y chromosome is eventually going to disappear thanks to industrial pollution such as drinking water contaminated with sodium fluoride and arsenic but 4 generations? LMAO,-1
239,chlosephine_,2020-06-29 03:13:37+00:00,1.27744E+18,@yonitail when i worked at loblaws a guy got VERY mad at me for not having the un-fluoridated water in stock bc didnt i KNOW that the n*zis put fluoride in the water bc it makes us receptive to their mind control devices???,0
240,CosmicReign,2020-06-29 03:09:02+00:00,1.27744E+18,@q17makinghuman1 No fluoride! Oral care is important beyond measure!,-1
241,NelsonVaught,2020-06-29 02:52:22+00:00,1.27743E+18,@idloveitifwe Do you know who first used fluoride?,0
242,MaryJaneVandek2,2020-06-29 02:48:03+00:00,1.27743E+18,Put fluoride back in the water. Calgarians can’t afford the dentist bills. @cityofcalgary Def have seen the difference in my kids teeth. Our dentists want it too.,1
243,RomanRomizzy,2020-06-29 02:40:27+00:00,1.27743E+18,Can we address the fluoride in our water,-1
244,OccuWorld,2020-06-29 02:32:25+00:00,1.27743E+18,Water fluoridation poll expected at 2021 Port Macquarie-Hastings Council election https://t.co/6g4DXJGNc4,0
245,stan_stan_stan_,2020-06-29 02:16:01+00:00,1.27743E+18,@TierraFilhiol Thanks! I have a PUR filter on my faucet. It doesn’t remove fluoride though 😕,-1
246,Convertuoso,2020-06-29 02:08:36+00:00,1.27742E+18,@JohnTheRed9 @talialikeitis Google “fluoride free” I use soda sometimes. It whitens your teeth seemingly.,0
247,ArtisEHinson,2020-06-29 02:07:23+00:00,1.27742E+18,Hitler put fluoride in the municipal waters of Germany to quell descent numbing minds of populace. What’s in your water https://t.co/o5KhqT7wlt,-1
248,FluorideFreeWA,2020-06-29 01:58:46+00:00,1.27742E+18,"Do children’s lives (and IQ) matter??

Journal of Pediatrics study finds association between using fluoridated water to reconstitute formula w/ lowered IQ in Canadian children. 
#childrenslivesmatter #childiq #fluoridefree #fluoridation #iq #children #health #healthcare https://t.co/f9tHPJP0jj",-1
249,drydog__,2020-06-29 01:58:11+00:00,1.27742E+18,"@kissthevoidx Miss all these ppl 😢

Did a weekend with Death Vacation shortly after this. And there was a period where I would either see, play with, or hang out with Fluoride once a week",NA
250,MrCr0wley9,2020-06-29 01:54:53+00:00,1.27742E+18,"@Correction2016 @TruthQuest11 @immaculatalove Fluoride causes gall stones, do a natural removal remedy and change ways to not consume it.",-1
251,2_32am,2020-06-29 01:37:21+00:00,1.27742E+18,"must work towards decalcifying your pineal glad which you can do by starting to eliminate use of fluoride as well as any synthetic calcium intake
https://t.co/g9YTNlbRBT https://t.co/eAeo824l5T",-1
252,Zaid3X,2020-06-29 01:34:05+00:00,1.27742E+18,@contractexpand !!! What that hut for real? Clean. Any idea on the fluoride? Doubt that you'd know tho lol,0
253,adishongh,2020-06-29 01:29:26+00:00,1.27741E+18,@cjades Sort of reminds me of this “fluoride varnish” my dentist gave me for my chipped tooth until I come in to get it repaired. You like paint your tooth with it lol &amp; it hardens for a bit https://t.co/NBwUl3HBX3,1
254,berkey_filters,2020-06-29 01:25:02+00:00,1.27741E+18,The fluoride in municipal water isn't naturally occurring. It's a combo of hexafluorosilicic acid and sodium silicofluoride.,0
255,RahmaPil,2020-06-29 01:24:50+00:00,1.27741E+18,"@kidd00s @ohmybeautybank Iya biasanya pemerintah udah netepin berapa kadar yg dibolehin, kayak misalnya Fluoride di pasta gigi gitu. Nah kalo udah lulus BPOM sih kudunya ya emg udah sesuai standar dr pemerintah gitu deh.",NA
256,AnnOssinger,2020-06-29 01:23:12+00:00,1.27741E+18,@HowardFarran @AltoukhiDoua @DentalSaudi @DrConnieKillian @AmerAcadPedDent Use Silver Diamine Fluoride first please!!,0
257,DanPeacock12,2020-06-29 00:50:28+00:00,1.2774E+18,@brenna_land I don't think he's on twitter but yes he knows everything including GMO fluoride etc. He's from africa,0
258,StealsandDeals,2020-06-29 00:45:01+00:00,1.2774E+18,"2 Pack of Tom's of Maine Fluoride-Free Antiplaque &amp; Whitening Toothpaste

ONLY $6.56 w/ coupon on page https://t.co/t9VCEFAduL

#steals #deals #stealsanddeals #promotion https://t.co/5WEsuGouE4",0
259,jamesmccrone4,2020-06-29 00:39:56+00:00,1.2774E+18,"@JJHensleyauthor Mandrake, did you ever wonder why I only drink pure rain water and grain alcohol? Fluoridation?",-1
260,JJHensleyauthor,2020-06-29 00:37:14+00:00,1.2774E+18,FYI: “Fluoride” is spelled stupidly.,0
261,not_a_burner_69,2020-06-29 00:26:45+00:00,1.2774E+18,It’s the deep state. The fluoride in the water is turning us all gay https://t.co/dYoapZ5Wdd,-1
262,All_Three_Names,2020-06-28 23:58:58+00:00,1.27739E+18,@MimZWay @cpoliticditto Braces for sure! And not having to get fluoride treatments. (We had well water without fluoride so we had to get them at school.),1
263,ThaiCosmetics,2020-06-28 23:53:12+00:00,1.27739E+18,"Dentiste Plus White Fluoride Free Antibacterial Toothpaste for Fresh Breath 160g https://t.co/YjPk6ahwNx
#skinwhitening #haircare https://t.co/OFmJRznJ9R",0
264,perki66,2020-06-28 23:52:01+00:00,1.27739E+18,"@News3LV Can you please stop putting fluoride in the water. Lived without it for decades, please stop",-1
265,Zaid3X,2020-06-28 23:46:30+00:00,1.27739E+18,Anyone know an affordable water brand with the least amount of fluoride and the highest pH available?,-1
266,CommunityOral,2020-06-28 23:36:17+00:00,1.27739E+18,@AFS_Fluoride Thanks. You could retweet for wider coverage.,NA
267,Meme_of_Matt,2020-06-28 23:35:47+00:00,1.27739E+18,"Look, I heard from a very reliable source, who is connected to some people IN THE KNOW, that the masks block the laser microphones spying on you from 5G towers and satellites. Also, they're healthy for you and help negate the effects of fluoride!!!

#WhyDontYouWearOne",-1
268,LivinLifeFLKeys,2020-06-28 23:33:27+00:00,1.27738E+18,@RebelRancher @mistergoodgod OMG! Lol! Yes remember fluoride??? Good grief. We should all be dead.,-1
269,einman_susan,2020-06-28 23:25:31+00:00,1.27738E+18,@jpogolds @Katpa73 I remember the controversy about fluoridation. Wasn’t it a commie plot? One of the early conspiracy theories.,0
270,allohhhh,2020-06-28 23:22:07+00:00,1.27738E+18,Lmaoooooo they waited til she practically out the door to say call the police. Sir hang it up. Y’all just got punked by a fluoride toothpaste colored bitch. https://t.co/l3wLK8rEss,NA
271,TheNaturalBlaze,2020-06-28 23:18:02+00:00,1.27738E+18,#FluorideTrial: Experts Admit Fluoride is a Pesticide https://t.co/R20wSexQMv https://t.co/VsH3IeExVT,-1
272,RachelRiley9,2020-06-28 23:17:27+00:00,1.27738E+18,"Fluoride in our water 2 new studies

https://t.co/pA1G8s2Jr2",0
273,NewsParho,2020-06-28 23:16:36+00:00,1.27738E+18,"Mamaearth Natural Toothpaste, Orange Flavour, SLS Free, with 750 PPM Fluoride, 4+ Years, Plant Based, 50gm https://t.co/ULzfQcrKis",0
274,MartinH75527501,2020-06-28 23:14:53+00:00,1.27738E+18,@Meatball1025 @jpharriah @DailyCaller Fluoride in the water 🐸,0
275,crabb_vicki,2020-06-28 23:12:39+00:00,1.27738E+18,@AnitaSummers57 @leathelioness2 @KatLaRue7 @harryetaylor @Just4TheCause @WorkVaccines @JaiKanta22 @BGLTHMND @versewriter @Luhhrennn @Vorknyx12 @bloody_scandal @doritmi @AndrewLazarus4 @pennington_dora @LaLaRueFrench75 @green_cait @Alex55683245 @MyNameIsEarlB @LiamKav @flitesurgn @jen95873143 @troydee @fusepark @ChamberDisciple @LaughlandMorgan @bunny_09 @sleeper_awoke @Da12adore @runhack @BetteanneC @kevinault @rocza @GrumFromNorwich @ShonadMcDermott @retire_young_38 @Takethatdoctors @jdSRO159 @michaelmina_lab @margie_moo @carlsmythe @RogueTrader84 @mmelgar09 @ParentMindInc @Marikatt77 @QTent2016 @heartistsince11 @JulieAMcLean @SkeptMgmt @CaliforniaAtto2 One of the studies included is a longitudinal study. The study did not find evidence that fluoride in drinking water does not increase neurotoxicity. All studies are not created equal. https://t.co/uB0xyxqyET,-1
276,SirWurly,2020-06-28 23:07:22+00:00,1.27738E+18,@Justinnnbtw @Froste Fluoride controls our minds 👀,-1
277,JeffStone18,2020-06-28 23:05:01+00:00,1.27738E+18,"It blows my fucking mind to this day that Fiji water is some sort of high class artisan water. 
While Great value trash ass Walmart water has 0 fluoride in it. https://t.co/lskHBGkVIR",-1
278,gsxrberylina,2020-06-28 22:59:03+00:00,1.27738E+18,"US Government Admits Americans Have Been Overdosed On Fluoride.

https://t.co/UyIFaVc1gg via @WorldTruthTV",-1
279,QuinnFos,2020-06-28 22:56:54+00:00,1.27738E+18,"Fluoride free toothpaste for the low at janky ass Fred Meyer.
Trader Joe’s also has one that’s even less than this I believe.
#NeedaMakeMyOwnToothpaste. https://t.co/RaTsftjgbH",-1
280,WED0N0TC0NSENT,2020-06-28 22:50:53+00:00,1.27737E+18,"#WeDoNotConsent #SayNoToMandatoryVaccination #GMOs #Chemtrails #Fluoride #SayNoTo5G #5GKillGrid #No5G #CrimesAgainstHumanity #WakeUp #TheGreatAwakeningWorldwide #BlackCommunity #BlackTwitter #DefundTheThoughtPolice #DefundTheMedia 
Sign &amp; share petition! https://t.co/1wQ32PdGmn https://t.co/aHv6c7G4HF",-1
281,AvonByLisaS,2020-06-28 22:30:14+00:00,1.27737E+18,"We have a new kids line!
Included is Perioe Kids Pumping Toothpaste
A fun collection of quality formulas mom will feel good about with cute characters kids will love.
• Strawberry flavor
• Fluoride-free formula 
*Suitable for kids under age 5 
https://t.co/kF2WB6O3GX https://t.co/CqaXVHiMoc",0
282,Flwrgirl66x,2020-06-28 22:26:42+00:00,1.27737E+18,"@sallyKP @8extremes Lying about Glyphosate 
Lying about GMOs
Lying about fluoride 
Lying about canola
Lying about food coloring 
Lying about Teflon 
Lying about Lysol 
Lying about fracking 
They’re a bunch of liars and thieves wanted for crimes against humanity #monsantotrial",-1
283,EurekaMag,2020-06-28 22:23:32+00:00,1.27737E+18,Evaluation of the reliability of human teeth matrix used as a biomarker for fluoride environmental pollution https://t.co/GVyqDYtkBh,0
284,Payitfrw,2020-06-28 22:20:42+00:00,1.27737E+18,"@PunishDem1776 In the end, these are victims themselves. DS did a “good job with fluoride, vaccines, weaponizarion of entertainment , education, trafficking drugs and braking their families.",
285,max_the_moose,2020-06-28 22:18:05+00:00,1.27737E+18,Everybody loves perchloryl fluoride,1
286,RebelRancher,2020-06-28 22:12:03+00:00,1.27736E+18,"@mistergoodgod Fluoride, TV programming, seed oils &amp; vaccines about covers it. Zombie apocalypse already happened 🧟‍♀️🧟🧟‍♂️",0
287,drjackpartydj,2020-06-28 22:10:53+00:00,1.27736E+18,"@AdamCrigler did you know that fluoride also know and hydrofluorosilicic acid cuts IQ points , increases cancers, blocks heathy iodine’s time be absorbed from natural sources any good many other I’ll effects on the human body including lowered fertility. Talk about that",-1
288,Fernandaaa_h,2020-06-28 22:06:59+00:00,1.27736E+18,@aicrag_olop Hell nahhh my ass be talking about some “do you need some fluoride”😂😂,0
289,Earthseawoman,2020-06-28 22:06:13+00:00,1.27736E+18,@AmyDentata @AubreyandBill @sapphicmar @StoatlyL Nah that's where you're wrong. There's a party called Involuntary Medical Objector Party in Australia against vaccine and fluoride in drinking water and one of their candidate is Fiona Patten who is the one that pushed this in parliament. I have friends who are in this party.,0
290,ourmanflin,2020-06-28 22:04:50+00:00,1.27736E+18,Media Blackout: The Federal Court Case To End Water Fluoridation! https://t.co/76AQn5aFFE via @YouTube,0
291,admlovell,2020-06-28 21:52:40+00:00,1.27736E+18,"In Port Macquarie NSW, drinking water fluoridation poll expected in 2021, with council discussion to come https://t.co/s282krQ2NU via @portmacnews",0
292,GeorgeWHerbert,2020-06-28 21:39:30+00:00,1.27736E+18,"@aphoebebarton @nyrath Th to U-233 vis Pa-233 is an attractive bomb material process sadly. Only usable practically in liquid fluoride fuel reactors and the like, not Th powered CANDU varieties etc.",NA
293,99Bottlesofdeth,2020-06-28 21:14:52+00:00,1.27735E+18,@brendonwalsh The 5G amplified the effects of the fluoride in the water.,-1
294,JiYoungBotFour,2020-06-28 21:08:00+00:00,1.27735E+18,Boron tribromide ➖ cyanuric fluoride is pre-raphaelites.,0
295,Rhona_Redtail,2020-06-28 21:06:47+00:00,1.27735E+18,@Demon1111Slayer @Inuzukafox @TheDamaniFelder So what’s killing all these people then? Fluoride in the water?,0
296,stealsrus_com,2020-06-28 20:54:36+00:00,1.27734E+18,"Tom's of Maine Anticavity Fluoride Children's Toothpaste, Kids Toothpaste, Natural Toothpaste, Silly Strawberry, 5.1 Ounce, 3-Pack

💸$11.97 SHIPPED!+Save an extra $1.00 at checkout.💸

LINK ⬇️ https://t.co/5cgh99ytJY",0
297,dolphin_jesus,2020-06-28 20:47:59+00:00,1.27734E+18,"Also it's fucking wild given my current career field, but now I'm part of the system that lets kids grow up with fluoride in their tap water. I'd make my younger self proud",1
298,dolphin_jesus,2020-06-28 20:46:25+00:00,1.27734E+18,"Dishwashers blew my god damn mind. Also fridge door water was LUXURY when you went over a friends house, ESPECIALLY if they had fluoride in their water. (I grew up on well water and can taste the difference.)

Also if you had a garage, you had it MADE and were a millionaire https://t.co/aLUB8SeieX",1
299,senor_mig,2020-06-28 20:32:52+00:00,1.27734E+18,"Fluoride free everything, forever. Love yourself y’all",1
300,FloridaDolphin,2020-06-28 20:32:21+00:00,1.27734E+18,The Fluoride Deception - Health Scams Exposed https://t.co/7pTiEPSI0c,-1
301,StanIngberman,2020-06-28 20:27:30+00:00,1.27734E+18,@byhumankind Would love if you made mouthwash tabs with fluoride!,1
302,tbhudita,2020-06-28 20:18:27+00:00,1.27734E+18,@s_nofucksgiven don't do that toothpaste contains fluoride and its extremely dangerous it might make you feel like its cooling the burn down but actually it's burning the skin even more,-1
303,TheAnimalsKnow,2020-06-28 20:07:34+00:00,1.27733E+18,The Pineal Gland and Its Relation to the Third Eye Chakra | Gaia https://t.co/dYopHMrsfP🚩Fluoride has many adverse effects on Humans and Animals.,-1
304,TheAnimalsKnow,2020-06-28 20:01:24+00:00,1.27733E+18,Do Brita Filters Remove Fluoride? (BOUGHT + TESTED)🚩They don’t! https://t.co/VYzTfvcqxq,-1
305,AnitaSummers57,2020-06-28 19:55:58+00:00,1.27733E+18,"@crabb_vicki @leathelioness2 @KatLaRue7 @harryetaylor @Just4TheCause @WorkVaccines @JaiKanta22 @BGLTHMND @versewriter @Luhhrennn @Vorknyx12 @bloody_scandal @doritmi @AndrewLazarus4 @pennington_dora @LaLaRueFrench75 @green_cait @Alex55683245 @MyNameIsEarlB @LiamKav @flitesurgn @jen95873143 @troydee @fusepark @ChamberDisciple @LaughlandMorgan @bunny_09 @sleeper_awoke @Da12adore @runhack @BetteanneC @kevinault @rocza @GrumFromNorwich @ShonadMcDermott @retire_young_38 @Takethatdoctors @jdSRO159 @michaelmina_lab @margie_moo @carlsmythe @RogueTrader84 @mmelgar09 @ParentMindInc @Marikatt77 @QTent2016 @heartistsince11 @JulieAMcLean @SkeptMgmt @CaliforniaAtto2 https://t.co/GVPDa5giDf

This is only one of many, many links to studies proving a link between fluoride and neurotoxicity. It’s actually turned out to be one of the main causes of my fibromyalgia.",-1
306,max_the_moose,2020-06-28 19:46:35+00:00,1.27733E+18,fascinating things to do with methanesulfonyl fluoride,-1
307,mzzfromtheendz,2020-06-28 19:45:51+00:00,1.27733E+18,@paigexhm Creasin.. my body couldn’t handle the fluoride pal 🤦🏼‍♀️,-1
308,stealsrus_com,2020-06-28 19:44:33+00:00,1.27733E+18,"Tom's of Maine Fluoride-Free Antiplaque &amp; Whitening Toothpaste, Whitening Toothpaste, Natural Toothpaste, Peppermint, 5.5 Ounce, 2-Pack

💸$7.96 SHIPPED!+Save an extra $1.00 at checkout.💸

LINK ⬇️ https://t.co/E8PC0vayxf",NA
309,BlackBlade_99,2020-06-28 19:37:18+00:00,1.27733E+18,"@dblohm7 So... in an attempt to discredit your argument, the anti fluoride lobbyists accuse you of being a lobbyist?",NA
310,RisingMorpheus,2020-06-28 19:28:13+00:00,1.27732E+18,"@Katpa73 There was objection to the polio and measles vaccine, fluoridation of the water, seat belts, mandatory car insurance, baby car seats, all in the name of either religion or because they were seen as socialism. We have a leaderless government that politicizes everything. Trump.",0
311,AntoniaRoberts2,2020-06-28 19:14:02+00:00,1.27732E+18,@A_di20 They usually target at-risk populations that don’t have access to the standard dental care especially back i. The day before they started adding fluoride to the water,-1
312,DefNotPablo1,2020-06-28 19:10:25+00:00,1.27732E+18,@PlatinumPerry Is there some way I can help you pay your taxes and not have you have to pay more taxes? Can we call it a charity for all of the fluoride water you had to drink in Michigan?,0
313,JiYoungBotFour,2020-06-28 19:07:30+00:00,1.27732E+18,Perchloryl fluoride 💛 methyl bromide is pop art.,NA
314,SeputarInfoo,2020-06-28 19:03:30+00:00,1.27732E+18,"Selain baik untuk kesehatan, ternyata teh mengandung fluoride yg berfungsi mengusir karang gigi",NA
315,SurferCosmic,2020-06-28 18:59:44+00:00,1.27732E+18,"@CatherineJayn11 I just read your bio, so we are one the same page. 👍

Yes, fluoride. People have no clue how stupid and docile it makes them nor do they bother to see where it comes from.",-1
316,CatherineJayn11,2020-06-28 18:53:57+00:00,1.27731E+18,"One only has to spend a short time observing timelines from mans "" history "" to see nothing fits 
Only the fluoride masses will question nothing https://t.co/ssL8d1K2ya",-1
317,stockmktgenius,2020-06-28 18:52:57+00:00,1.27731E+18,All these people saying masks are a conspiracy remind me of this looney character from Dr. Strangelove. Masks are the new fluoride. https://t.co/7JZ5mvgYH3,-1
318,GypsySoulNancy,2020-06-28 18:51:26+00:00,1.27731E+18,@lovereignssupr1 I filter my tap water with a Berkey Water Filter. I did add the fluoride filter also. I love it. It’s gravity feed and no need for plumbing. It doesn’t remove minerals. No wasted water like the AquaTru which also clogged up from the hard water after 1.5 years.,0
319,The_Beermonger,2020-06-28 18:46:55+00:00,1.27731E+18,"Fluoride -- Critters Buggin, Bumpa
https://t.co/mHEcFCOWIF",NA
320,CeruleanCrab,2020-06-28 18:31:28+00:00,1.27731E+18,"on birthdays:
a jury of sodium fluoride and a spine of vegetable - pour into a mold of hate. 
a sugary crust means it is ready.🍠＃flavour",NA
321,WankyBot,2020-06-28 18:30:32+00:00,1.27731E+18,fluoride in our water to stop it slender im looking through the thread now,-1
322,KlausSchlong,2020-06-28 18:20:21+00:00,1.27731E+18,@LandsharkRides What do you use instead of fluoride? I mean as a tooth cleaner (I assume you refer to toothpaste).,0
323,Booky2Booky,2020-06-28 18:13:13+00:00,1.2773E+18,@beyabean Lmao more like the best platform. Imagine matching with someone and seeing them post a fluoride conspiracy meme. Can’t get that on Bumble.,0
